url_length,url_path_depth,url_num_dots,url_num_special,url_num_hyphens,url_num_underscores,url_num_percent,url_num_equal,url_num_ampersand,url_entropy,url_has_risky_ext,url_has_double_encoding,query_length,query_num_params,query_num_equals,query_num_special,query_num_percent,query_entropy,query_has_sqli,query_has_xss,query_has_traversal,query_has_encoding,query_is_empty,body_length,body_entropy,body_num_params,body_num_special,body_num_percent,body_num_quotes,body_num_semicolons,body_num_brackets,body_has_sqli,body_has_xss,body_has_traversal,body_has_encoding,body_is_empty,method_get,method_post,method_put,method_suspicious,cookie_length,cookie_has_sqli,cookie_has_xss,cookie_is_present,content_type_is_form,content_type_is_json,content_type_is_none,connection_is_close,connection_keep_alive,post_no_content_type,get_with_body,post_empty_body,content_length_mismatch,label,attack_class,request_id
119,10,1,0,1,0,0,0,0,5.188,1,0,487,15,15,0,34,5.2292,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,1,XPathInjection,49276
64,4,1,0,1,0,0,0,0,5.1034,0,0,123,8,8,0,0,5.0912,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,16165
120,9,2,0,2,0,0,0,0,5.1779,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,13461
149,11,3,0,0,1,0,0,0,5.3655,0,0,333,12,12,0,9,5.3319,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,108,1,0,1,0,0,1,0,0,0,0,0,0,1,SqlInjection,42414
56,4,2,0,1,1,0,0,0,5.0661,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92,1,0,1,1,0,0,1,0,0,0,0,1,1,PathTransversal,46094
148,11,1,0,2,3,0,0,0,5.274,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,0,0,1,1,0,0,0,0,0,0,0,1,0,Valid,32630
72,5,1,0,0,0,0,0,0,4.9963,0,0,297,15,15,0,7,5.4259,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,48,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,20164
74,6,1,0,0,1,0,0,0,5.0098,0,0,174,6,6,0,10,5.0503,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54,1,0,1,0,0,1,0,1,0,0,0,0,1,PathTransversal,44898
71,5,1,0,0,0,0,0,0,4.9647,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,1475
89,7,1,0,1,0,0,0,0,4.6398,1,0,162,6,6,0,11,5.0908,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,1,LdapInjection,38360
34,4,1,0,1,0,0,0,0,4.0989,0,0,310,15,15,0,4,5.3548,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,63,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,20115
90,6,3,0,0,3,0,0,0,5.2411,0,0,101,5,5,0,0,4.9237,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,12335
155,12,2,0,2,2,0,0,0,5.2786,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,22098
90,9,1,0,2,1,0,0,0,4.7954,0,0,276,6,6,0,20,5.3498,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,97,1,0,1,0,0,1,0,0,0,0,0,0,1,SSI,40267
47,5,1,0,0,0,0,0,0,4.6294,0,0,71,3,3,0,2,5.0547,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,24672
86,8,2,0,1,0,0,0,0,5.0727,0,0,228,6,6,0,18,5.1102,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,0,0,1,XPathInjection,49841
31,2,1,0,1,0,0,0,0,4.5026,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,83,1,0,1,1,0,0,0,0,0,0,0,1,0,Valid,5989
127,12,3,0,0,0,0,0,0,5.3158,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,1,0,1,1,0,0,1,0,0,0,1,1,0,Valid,5000
141,11,4,0,2,1,0,0,0,5.2632,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,89,1,0,1,1,0,0,1,0,0,0,1,1,0,Valid,34540
14,1,0,0,0,0,0,0,0,3.5216,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,93,1,0,1,1,0,0,1,0,0,0,0,1,0,Valid,33179
45,4,2,0,0,0,0,0,0,4.8084,0,0,29,2,2,0,0,4.4182,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,8457
90,7,1,0,0,0,0,0,0,5.0829,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,63,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,22913
122,9,1,0,1,0,0,0,0,5.0036,0,0,74,3,3,0,0,4.5703,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,119,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,18996
157,11,2,0,2,0,0,0,0,5.1992,0,0,328,15,15,0,14,5.2946,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,1,SSI,40634
51,5,1,0,0,1,0,0,0,4.6309,0,0,126,4,4,0,15,4.8143,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,104,1,0,1,0,0,1,0,0,0,0,0,0,1,LdapInjection,38025
70,6,3,0,0,0,0,0,0,4.9535,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0,0,0,0,Valid,12128
109,9,2,0,0,1,0,0,0,5.1231,0,0,92,5,5,0,1,5.194,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,43,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,681
76,6,1,0,0,0,0,0,0,5.0847,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,172,1,0,1,1,0,0,1,0,0,0,1,1,1,XSS,48288
41,3,1,0,1,0,0,0,0,4.717,0,0,112,4,4,0,11,4.7115,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,1,0,1,0,0,1,0,1,0,0,0,0,1,PathTransversal,46311
46,3,2,0,0,0,0,0,0,4.7516,0,0,212,4,4,0,14,4.6708,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,1,0,1,0,0,1,1,0,0,0,0,0,1,SSI,40897
67,6,1,0,1,0,0,0,0,4.8645,1,0,287,14,14,0,2,5.283,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,120,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,3539
67,5,1,0,0,0,0,0,0,4.8962,1,0,220,11,11,0,7,5.025,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,LdapInjection,38972
173,11,1,0,2,2,0,0,0,5.2222,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,24276
141,10,1,0,2,0,0,0,0,5.3284,0,0,162,8,8,0,0,5.0473,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,10514
72,6,2,0,1,2,0,0,0,5.0285,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29,1,0,1,1,0,0,1,0,0,0,1,1,0,Valid,5288
9,1,1,0,0,0,0,0,0,3.1699,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,83,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,16631
72,6,1,0,1,0,0,0,0,5.1958,0,0,75,1,1,0,9,4.4961,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,106,1,0,1,0,0,1,0,1,0,0,0,0,1,SSI,39831
182,11,1,0,0,3,0,0,0,5.33,0,0,145,8,8,0,5,5.2425,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,28585
18,1,1,0,0,0,0,0,0,3.7255,0,0,63,4,4,0,0,4.9825,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,26307
53,3,1,0,0,0,0,0,0,4.3649,0,0,150,3,3,0,12,4.7955,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,92,1,0,1,0,0,1,0,1,0,0,0,0,1,SSI,40916
54,5,13,0,0,0,0,0,0,3.5755,1,0,3,0,0,0,0,1.585,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71,1,0,1,0,0,1,0,0,0,0,0,0,1,OsCommanding,43983
98,10,1,0,0,2,0,0,0,5.185,0,0,199,12,12,0,5,5.2357,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,29484
75,5,1,0,0,1,0,0,0,5.1524,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,1,0,0,1,0,1,0,0,0,0,0,Valid,21223
139,10,1,0,0,0,0,0,0,5.3106,0,0,188,9,9,0,3,5.2959,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,25985
13,1,1,0,0,0,0,0,0,3.1808,0,0,119,1,1,0,18,4.2136,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,82,1,0,1,0,0,1,0,1,0,0,0,0,1,XSS,47194
